"id","category","sub_category","year","end_year","country","region","country_income_group","sids","lldc","fcs","ida","recipient_institution","recipient_institution_type","implementing_agency","provider","provider_region","provider_country","provider_type","sector_name","program_scheme_project","fund_name","fund_type","bi_multi_code","allocable","type_of_aid","channel_code","gender","environment","biodiversity","ocean_oda","sustainable_ocean_oda","land_based_oda","plastic_oda","plastic_specific_oda","solid_waste_oda","wastewater_oda","ft_concessional_loan","ft_commercial_loan","ft_equity","ft_grant","ft_others","commitment","created_at","updated_at","sources_intermediaries","archetype","pathways","convertible_bonds","public_offering"
"275","private finance","Private Finance","2020","2018","Cuba","Latin America and the Caribbean","Low income","0","1","1","0","Economic Affairs and Investment Division Ministry of Finance","Non-profit regional funds","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Corporation","Post-Secondary Education","4v6UL5amkk1EePIV","Global Environment Facility (GEF4)","Multilateral","8","1","E01","11001","2","1","1","0","1","1","0","0","1","0","38","59","52","52","19","210","10/10/2024 16:12:52","10/10/2024 16:12:52","Institutional Investors","Clean-up","Non-circular Pathways","165","134"
"276","public finance","MEA Finance","2024","2021","United States","North America","Upper middle income","0","0","0","0","UNEP","Government","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Government","General Environment Protection","5jSvKVaj7kAVepkr","Global Environment Facility (GEF4)","Multilateral","7","0","B03","11001","1","2","1","0","0","1","0","1","1","1","51","80","54","26","48","428","10/10/2024 16:12:52","10/10/2024 16:12:52","Regional Development Bank","Circular Use","Circular Pathways","112","81"
"277","public finance","MEA Finance","2019","2018","Argentina","Latin America and the Caribbean","Upper middle income","0","0","1","0","UNEP","Foundation","World Bank","UNEP","Africa","Kenya","National Institute","General Environment Protection","tINc2cFpFrvdMRAb","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multilateral","7","0","D02","41107","1","2","2","1","0","1","0","0","0","0","24","67","74","50","45","946","10/10/2024 16:12:52","10/10/2024 16:12:52","International Monetary Fund (IMF)","Recovery for controlled disposal","Non-circular Pathways","100","178"
"278","public finance","Domestic Finance","2023","2024","Kenya","Africa","Upper middle income","1","1","1","1","Economic Affairs and Investment Division Ministry of Finance","Regional agency","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Regional Government","Post-Secondary Education","UvdxgzP1faD379ps","Forest Investment Program (FIP)","Multilateral","1","1","B03","41107","2",,"2","0","0","1","0","1","1","1","33","44","63","7","45","548","10/10/2024 16:12:52","10/10/2024 16:12:52","Other Investors","Incineration","Non-circular Pathways","100","142"
"279","public finance","Domestic Finance","2019","2019","Brazil","Latin America and the Caribbean","Low income","1","0","1","0","Ministry of Environment and Renewable Energy","Regional Government","World Bank","UNEP","Africa","Kenya","Research Institute","Post-Secondary Education","vEn4QGegWL1mbLLl","Forest Investment Program (FIP)","Multi Donor Regional","3","0","B04","41107","2",,"2","1","1","1","0","1","0","0","30","86","65","64","10","994","10/10/2024 16:12:52","10/10/2024 16:12:52","Private Equity, Venture Capital","Plastic Waste-to-Energy","Non-circular Pathways","194","119"
"280","public finance","MEA Finance","2022","2018","Cuba","Latin America and the Caribbean","High income","1","1","1","0","Ministry of Environment and Renewable Energy","Intergovernmental Organisation","World Bank","South Korea","Asia","South Korea","National Institute","Transport & Storage","uWvr8fQwR2xtOac3","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor Regional","8","1","D01","41107","1",,,"1","1","0","0","1","0","1","33","33","63","21","65","517","10/10/2024 16:12:52","10/10/2024 16:12:52","Other Investors","Operational Platforms","Supporting Pathways","82","13"
"281","public finance","MEA Finance","2024","2021","Somalia","Africa","Lower middle income","1","0","0","1","UNEP","Research Institute","World Bank","UNEP","Africa","Kenya","Regional agency","General Environment Protection","kDeHD8Tyy8kLmJCl","Forest Investment Program (FIP)","Multilateral","1","0","D01","22000","0","0","0","0","1","1","1","0","0","0","87","73","21","5","73","505","10/10/2024 16:12:52","10/10/2024 16:12:52","Private Equity, Venture Capital","Digital Mapping","Supporting Pathways","83","33"
"282","public finance","Development Finance","2019","2021","New Zealand","Oceania","Upper middle income","1","0","1","1","Ministry of Environment and Renewable Energy","Regional Government","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Research Institute","General Environment Protection","d95InS4u8QGWMu4X","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor National","4","0","B04","41107","0","1","1","1","1","1","0","1","1","0","79","28","24","82","22","486","10/10/2024 16:12:52","10/10/2024 16:12:52","Other Investors","Digital Mapping","Supporting Pathways","25","98"
"283","public finance","MEA Finance","2018","2020","Spain","Europe","High income","1","0","0","0","Ministry of Environment and Renewable Energy","Government","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","International Agency","Transport & Storage","3qgWT4Eg6x2uw6qD","Amazon Fund","Multilateral","8","0","D01","21000","1",,"1","0","1","0","0","0","0","0","97","51","24","19","22","931","10/10/2024 16:12:52","10/10/2024 16:12:52","Private Equity, Venture Capital","Managed Landfilling","Non-circular Pathways","12","146"
"284","public finance","Development Finance","2019","2019","United States","North America","Lower middle income","1","1","0","1","Economic Affairs and Investment Division Ministry of Finance","Regional Government","World Bank","Sweden","Europe","Sweden","Regional Government","Water Supply & Sanitation","qIuB23dg7fVVyyu5","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor Regional","1","0","D02","21000","1","0","2","0","1","1","0","1","0","0","40","35","92","61","89","743","10/10/2024 16:12:52","10/10/2024 16:12:52","United Nations agency, fund or commission","Value Recovery","Circular Pathways","146","92"
"285","public finance","Domestic Finance","2021","2021","Australia","Oceania","High income","0","1","0","1","UNEP","Non-profit organization","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Foundation","Water Supply & Sanitation","0cmsiyUckRNEOFJA","Global Climate Change Alliance (GCCA)","Multi Donor National","1","1","B04","22000",,"1",,"0","1","0","0","1","1","0","8","67","46","50","95","274","10/10/2024 16:12:52","10/10/2024 16:12:52","Private Equity, Venture Capital","Operational Platforms","Supporting Pathways","130","119"
"286","public finance","Domestic Finance","2019","2020","Canada","North America","Low income","0","0","1","0","UNEP","Corporation","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Intergovernmental Organisation","Water Supply & Sanitation","S1JCvgMAXNGd9Nku","Forest Investment Program (FIP)","Multilateral","1","0","B04","11001","1",,"1","0","1","0","1","0","1","0","37","73","32","34","85","293","10/10/2024 16:12:52","10/10/2024 16:12:52","Central Government","Operational Platforms","Supporting Pathways","109","198"
"287","private finance","Private Finance","2019","2024","Canada","North America","Lower middle income","1","0","1","1","Economic Affairs and Investment Division Ministry of Finance","Regional Development Bank","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","National Institute","General Environment Protection","MLGSAIxT6R9tRXp6","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor National","3","1","C01","22000","0","2","2","0","0","1","1","1","1","0","72","15","52","97","80","794","10/10/2024 16:12:52","10/10/2024 16:12:52","United Nations agency, fund or commission","Plastic Waste-to-Energy","Non-circular Pathways","111","153"
"288","public finance","MEA Finance","2023","2023","Brazil","Latin America and the Caribbean","Low income","0","0","1","0","Economic Affairs and Investment Division Ministry of Finance","Intergovernmental Organisation","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Intergovernmental Organisation","Post-Secondary Education","qyJzxauHu1RebIYi","Global Environment Facility (GEF4)","Multi Donor Regional","1","0","E01","22000",,,"1","0","1","0","1","1","0","0","11","52","55","46","21","170","10/10/2024 16:12:52","10/10/2024 16:12:52","Private Equity, Venture Capital","Digital Mapping","Supporting Pathways","131","75"
"289","public finance","MEA Finance","2019","2022","Germany","Europe","Lower middle income","0","0","1","1","Ministry of Environment and Renewable Energy","Government","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Corporation","Post-Secondary Education","zCRXbo2gqNP6anzc","Global Climate Change Alliance (GCCA)","Multi Donor National","8","1","D02","21000",,"2",,"1","0","0","0","0","0","0","16","80","27","29","32","215","10/10/2024 16:12:52","10/10/2024 16:12:52","ILBI*","Other Services","Supporting Pathways","142","59"
"290","private finance","Private Finance","2018","2021","Somalia","Africa","High income","1","1","1","1","UNEP","Regional Development Bank","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Regional Development Bank","General Environment Protection","qUr9LNCn0oegJ9oH","Amazon Fund","Multilateral","8","0","B04","11001","1","2","1","0","1","1","0","1","1","1","8","60","28","87","11","986","10/10/2024 16:12:52","10/10/2024 16:12:52","Central Government","Digital Mapping","Supporting Pathways","167","179"
"291","public finance","MEA Finance","2018","2023","Malaysia","Asia","Low income","0","1","0","1","Ministry of Environment and Renewable Energy","Government agency","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Non-profit organization","Transport & Storage","xu0SNBaIRtVSeVKx","Global Environment Facility (GEF4)","Multilateral","3","1","D01","22000","1","0",,"1","0","1","1","1","0","1","44","90","81","83","10","707","10/10/2024 16:12:52","10/10/2024 16:12:52","ILBI*","Incineration","Non-circular Pathways","175","124"
"292","public finance","Domestic Finance","2018","2024","Kenya","Africa","Low income","0","0","1","0","UNEP","Corporation","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Intergovernmental Organisation","General Environment Protection","cOAgX5jzJ0JDgUf2","Adaptation Fund (AF)","Multilateral","4","1","E01","21000","0","2",,"0","1","0","1","1","0","1","34","83","61","96","28","483","10/10/2024 16:12:52","10/10/2024 16:12:52","Other Public Entities","Digital Mapping","Supporting Pathways","74","73"
"293","private finance","Private Finance","2019","2022","Australia","Oceania","Low income","0","1","0","0","Economic Affairs and Investment Division Ministry of Finance","National Institute","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Non-profit regional funds","Transport & Storage","5aKiaV9oNwHfQ1k9","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor National","1","1","B03","11001","1","1","0","0","0","1","0","1","1","0","97","89","88","28","39","729","10/10/2024 16:12:52","10/10/2024 16:12:52","Other Public Entities","Value Recovery","Circular Pathways","174","118"
"294","public finance","Development Finance","2019","2020","Kenya","Africa","Low income","0","0","0","1","Economic Affairs and Investment Division Ministry of Finance","Regional Government","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Regional Development Bank","Transport & Storage","hOBz4VPjb7Baj37g","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor National","1","0","B03","21000","2",,,"0","0","1","0","1","1","0","53","14","91","68","8","460","10/10/2024 16:12:52","10/10/2024 16:12:52","Commercial Banks and Similar FIs","Digital Mapping","Supporting Pathways","41","135"
"295","public finance","Domestic Finance","2023","2021","United Kingdom","Europe","Low income","1","1","0","0","Ministry of Environment and Renewable Energy","Research Institute","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","International Agency","Transport & Storage","CGNbVCiphu875RqC","Adaptation Fund (AF)","Multi Donor National","7","1","D01","21000","0","0","0","0","1","0","1","1","1","0","37","25","100","36","17","751","10/10/2024 16:12:52","10/10/2024 16:12:52","Institutional Investors","Other Services","Supporting Pathways","115","19"
"296","public finance","Development Finance","2023","2020","New Zealand","Oceania","Upper middle income","1","0","0","1","Economic Affairs and Investment Division Ministry of Finance","Foundation","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","International Agency","Water Supply & Sanitation","FhKY1OSvefyFckZh","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multilateral","4","1","B04","11001","2","1","0","1","0","1","1","0","0","1","54","97","49","92","54","829","10/10/2024 16:12:52","10/10/2024 16:12:52","Local Government","Managed Landfilling","Non-circular Pathways","194","40"
